,text,target
138,banyak orang ingin hidup lama cari kebahagian kebahagian sungguh ketika mati,0
139,semua orang ingin masuk surga banyak orang yang ingin mati,0
140,aku suka heran sama pasang muda mud bonceng sama sama pakai helm apa mrk janji cinta hidup semat ingin mati sama iya salah satu alas mrk tdk pakai helm kalo celaka kan resiko mati tinggi,0
141,ingin mandi ingin keramas aer kosan mati,0
142,sedang ingin rasa apa apa tapi gak mau mati atuh belum cukup bekel,0
143,hati mati asa ada otak fungsi saja aku ingin tidak tunjuk ekspresi aku sama seperti punya rasa sesal dalam hati seringkali rapuh otak selalu pikir banyak,0
144,mengapa orang orang rokok karena mereka ingin cepat mati,0
145,tidakkkkk aku belum ingin mati,0
146,walopun gue jarang gereja doa hati gue paling dalam aku ingin tetap peluk agama sampai aku mati,0
147,poin harga mati lau ingin juara,0
148,nikmat hidup kamu mati cinta siapa ingin kamu cinta pergi,0
149,tips para okok jangan takut mati bro lama korek tinggal nyalain aja aku ingin deh nyala hati savemukaboyolali,0
150,selamat pagi wahai perempuan sepi,0
151,tuan sepi tak punya teman hati rapuh lagak tangguh tuan nona sepi,0
152,positif aja dia sepi butuh kawan main,0
153,asa sepi picu respon sama otak rasa sakit fisik bbcnews,0
154,terkadang beri rasa sepi dalam kita lebih harga indah sama,0
155,sepi sungguh ketika kamu lagi mampu dengar suara hati sendiri isak keras,0
156,sepi sungguh adlh anda tdk mampu dengar suara hati sendiri isak keras,0
157,bulan sepi bintang tak,0
158,sendiri bukan arti sepi dan sepi bukan arti kamu sendiri,0
159,hari aku baru sadar kalo cuma dibutuhin waktu sepi aja,0
160,jika teman diri sendiri tak pernah sepi sulit sekali orang bicara saat hanya dengar diri sendiri,0
161,oke inti jangan rasa sepi kita msh punya allah swt,0
162,jangan pernah ngerasa sepi sini apa karena sekarang paspro opmem segera joinkan diri kalian pasukanproduce,0
163,karna bila orang nyaman sepi mereka mereka sadar apa mereka benar benar butuh,0
164,emang kamu situ sepi,0
165,gak sepi gitu gua gan,0
166,hujan hujan gin ken bikin puisi barangkali memang tak saling cinta barangkali hanya takut sepi,0
167,gausah lebih dia datang tuh cuma pas sepi doang,0
168,ketika semua orang perlahan pergi tak perlu sedih tak perlu rasa sepi anggap milik siapa ingat satu ini allah sama quotesoftheday,0
169,makin maju era digital makin mudah orang komunikasi seluruh dunia tapi makin banyak orang sepi,0
170,sendiri bukan arti sepi enak jadi independen,0
171,jangan sedih sedang sepi tuhan selalu hati,0
172,manusia tak kan pernah menang rasa sepi,0
173,sheila pria sepi,0
174,teman orang selamat neraka nama sepi,0
175,bagus tak mau kau sepi,0
176,tuhan memang luar biasa kuasa cipta lelaki wanita pasang tidak sepi dalam hidup masing masing hidup,0
177,suka bingung sama orang sepi alhamdulilah lama imfeelin good dan kalo jadi sepi krn gada tempat cerita kamu bicara sama tuhan just believe heart and ahead,0
178,rasa sepi landa dia lagi jadi anak laki laki enam belas tahun sendiri tempat asing,0
179,sorry bro gue sepi,0
180,hati hati ini efek negatif sepi buat sehat gan forumkaskus via kaskus,0
181,orang sepi dia pura pura baik baik,0
182,org lama sepi bahaya cenderung temprament sgt egois,0
183,ketika kamu lelah minta kuat tuhan ketika kamu tiada kata bicara tuhan ketika kamu sepi tuhan,0
184,terkadang beri rasa sepi dalam kita lebih harga indah sama,0
185,buah studi sebut sepi kali lebih bunuh obesitas,0
186,teliti ungkap sepi dapat rusak struktur dasar otak pengaruh fungsi,0
187,sepi hanya buah sugesti kamu mnghargai orang benar mncintaimu mlupakan dia kecewa sepi hilang,0
188,bagi lama sering rasa sepi coba deh lebih rutin laku ini,0
189,barangkali sepi cipta tuhan ruang lengang tempat kenang datang tandang,0
190,baca buku dengar audio book cara signifikan kurang rasa sepi bantu reda isolasi sosial,0
191,bahagia nggak melulu dua ketika sendiri nggak ngerasa sepi bahagia kok,0
192,orang sepi dia pura pura baik baik,0
193,kadang orang selalu senyum lihat bahagia orang paling sepi,0
194,orang sepi butuh cinta luka tidak luka butuh cinta,0
195,balik quran insha allah tidak rasa sepi,0
196,cara kurang rasa sepi sendiri arti manfaat orang dengan cara take action and giving value,0
197,bahagia hilang sepi sedih luka derita tawa semua saling hubung bentuk suatu siklus hidup akan selalu ulang,0
198,ken karaoke temen ajak mau kalo sendiri liat sepi bgt sii,0
199,saya ucap selamat tidur utk jiwa jiwa sepi,0
200,cara cepat ubah hidup amat sangat sederhana mulai tunda coba mulai tetap lah jalan ketika yang lain sudah mulai lelah lang,0
201,hujan sedang turun cukup deras namun damai sedang istirahat lepas lelah hadap hidup keras,0
202,selalu pilih hidup asa berat padat terlalu tekan pilih tangan juang kenal lelah sibuk rasa diri mampu keluh,0
203,hidup lelah hidup terlalu pikir apa kata orang,0
204,hidup mudah kalau kamu serius serius kalau kamu sedang lelah libur kalau pekerjaanya enak keluar perlu sampe marah konsumen juga capek gerus waktu jalan ingin makan enak ngumpulin uang makan,0
205,hidup lucu cari hilang kejar lari tunggu pergi hari lelah serah itu semesta kerja beberapa hadir dal rupa sama beberapa jauh lebih baik rencana sang cipta memang baik sekali,0
206,dulu kecil gua pikir resin main giat paling lelah kmaren gua pikir resin file foto footage giat paling lelah malem saya baru ngerasain nama benerin margin satu kejut hidup,0
207,jangan pernah kamu rasa lelah jalan hidup semangat bangkit lari bukti,0
208,jangan lelah juang kita punya banyak sekali potensi mampu untuk hidup bukan dar balas kasihan,0
209,lelah iya gak papa nama hidup penting gak henti harap usaha,0
210,terimakasih udah juang lelah selamat atas semua capai udah raih inget jangan terlalu cepet bangga mimpi banyak you deserve this damn whole world ayo terus lanjutin hidup bahagia makasih udh bikin usaha gua belakang sia,0
211,dalam hidup kamu rasa lelah kecewa tahu saat kamu tengah ajar sungguh,0
212,samaa nder malah udah turun gabisa naik terkadang aku lelah bilang tengkorak hidup,0
213,ajar tak pernah henti kerja tak pernah lelah karena hidup sungguh selalu putar yang tak siap gilas zaman,0
214,kamu melewatinnya nder semua bisa kok jangan lelah sama dunia lelah sama semua jangan lelah sama hidup kamu sendiri kalau memang self harm lampias beban hidup jangan ikan orang apalagi ayah kamu luka hati,0
215,gue lelah deh rey main hidup,0
216,lelah hati lelah bayang aku jengah hidup sama kenang kau ingat entah pelangipuisi,0
217,mangkanya motto hidup gua tadi mainstream banget ubah jadi jika lelah istirahat tapi jangan serah apalagi henti tengah tengah,0
218,hidup penuh juang bukan hidup tidak tantang saat mulai lelah ngantuk saat ngupi,0
219,hidup memang tak mudah jika kamu terus juang lelah akhir indah selalu tunggu tuk kamu sapa,0
220,mau ngeluh lelah gimana nama hidup masa mau neng mulu,0
221,tuduh tampang pki tampang opm tampang teroris tampang kriminal tampang koruptor wajar berat marah tapi bilang tampang tempat tinggal lalu singgung mungkin terlalu lelah jalan hidup rasa wajib piknik itu aja sih,0
222,karna rasa lelah pikir hadap realita hidup resah khawatir hilang dgn upaya ibadah syukur,0
223,jangan pernah lelah semua karena hidup jalan bukan lari,0
224,tahu agnes rokok rasa lelah hidup,0
225,lelah pasti hidup dunia nyata bukan mimpi jika kita lelah apa buat,0
226,jika kamu letih lelah kecewa hidup sabar karna ini awal ubah utk jadi orang menang,0
227,hidup memang tak mudah jika kamu terus juang lelah akhir indah selalu tunggu kamu sapa,0
228,lelah manusiawi bukan buah alas lelah kita hidup terus gerak berfikir,0
229,salah satu kerdil kejam hidup biar pikir cemerlang jadi budak tubuh malas dahulu istirahat lelah,0
230,tani tak kenal lelah kerja hasil tak sberapa mereka fikirkan makan layak hidup sehat khusus anak,0
231,tatap aku kita pisah saat aku terlalu lelah mimpi tatap akan hidup dalam hati,0
232,kamu hidup bukan saat percaya banyak cinta kelak untuk juang lelah hari biar tubuh sandar hingga malam panjang kau tak sendiri,0
233,tidak pantas rasa mau keluh lelah bosan butuh hibur kuliah masih rajin bolos hidup boros bagaimana ayah tau hidup seperti lelah balas kecewa,0
234,dalam hidup kamu rasa lelah kecewa tahu saat kamu tengah ajar sungguh,0
235,hidup lelah hidup hidup terlalu pikir kata orang jadi diri sendiri,0
236,gagal jadi mahasiswa ente tadi nyindir terus capres gagal ada faktor nya rasa kekang asik hobi salah jurus paling bobot nya masalah keluarga akhir lelah jalan hidup,0
237,jika kamu lelah jalan hidup istirahat lalu lihat anugerah indah tuhan ikan hidup indonesiamaju,0
238,tunggu tunggu kata lelah sama dunia capek sama dunia tapi bilang kiamat dah deket gamau tapi capek kan kalo kiamat udah capek udah syukur kasih hidup tinggal jalan aja susah ngeluh terus padahal banyak org hidup susah,0
239,bukan lelah ada saat hidup kamu beri waktu lebih erti diri sendiri ajar terima bahagia pamulang viktor,0
240,jadi pribadi apa ada hingga tdk perlu lelah sandiwara trkdg bukan hidup sulit sulit hidup,0
241,ngopi bareng yuk mas mba hayati lelah ngadepin begini tanya mana pki aksi gak jawab jawab malah mana malah nanya umur segala suruh baca buku bangga anak pki coba hidup berat yak jahahahha,0
242,tidak bosen cape lelah letih siklus hidup begini terus tidak mau ubah emang,0
243,banyak perlu korban lelah mampu jadi pertanggungjawaban atas hidup telah guna jangan lelah tebar baik masih muda habis jatah gagal ikan totalitas kontribusi baik istirahat saja waktu surga,0
244,arti bukan sekadar lahir rangkak suap jalan besar lalu mati namun layak mampu beri hidup hidup terus iring waktu semangat karya tiada lelah nikmat jalan waktu selalu semangat jemput asa,0
245,untuk kamu lelah hidup pikir juang orangtua buat hidup sekarang,0
246,puisi buat almarhum ayah tak kenal lelah engkau kerja tak kenal lelah engkau manja tak kenal lelah antar sekolah tak kenal lelah engkau cinta ayah aku rindu aku rindu aku rindu ayah engkau selalu doa ayah moga tenang alam sana amin,0
247,jangan lelah hitung berkah rezeki kamu tiap hari karena kamu rasa lelah hidup kamu sadar betapa kamu jalan ini jaaaauuuuuhhh lebih baik orang kurang untung sekitar thepowerofgrattitude,0
248,saat kamu lelah tuhan bangkit semangat kamu rasa susah dia cukup segala untuk kamu jauh dari dia sentiasa dekat itu lah dia cipta semua sedang kamu tanya masalah hidup dia pun beri jawapan,0
249,coba deh sekali kalian hari keliling lihat jalan lalu lama banyak emis pulung tkng parkir kuli pasar tukang becak jual grobak dorong jual pikul sales bawa brg tas jalan kaki amen trus apa msh blg hidup lelah,0
250,kakek tahun nekat akhir hidup cara gantung diri rasa bosan hidup jadi rupa ulang supardi warga desa tulungrejo camat ngantang temu tewas,0
251,kemdikbud jadi anak smp malah banyak depresi pilih akhir hidup sendiri nyata negara bunuh baru paham saya,0
252,banyak akhir hidup nabrakin kereta deket gedebage,0
253,moga agni tetep tough and brave dlm jalan hidup pasti pikir akhir hidup been there done that pikir ttp cegah bisa rely something dlm ini aku ngandelin doa mgkn tiap org beda moga temu kuat,0
254,orang pria desa datah nekat akhir hidup dengan cara gantung diri dpsviral denpasarviral orang pria inisial ins alias asal desa kesimpar abang karangasem,0
255,kakek tahun tewas usai terjun lantai tiga rumah deret solo duga nekat akhir hidup putus asa atas sakit,0
256,jangan akhir hidup bukan sesal kemudi hari,0
257,selamat pagi nder udah pagi nih udah ganti hari ayo istirahat rebah kasur jgn ambil putus akhir hidup kamu inget kata sesal datang akhir masalah hidup mati sesal engga ujung,0
258,terus jadi blkgn jebul lihat sambat galau tiap saat nyata lebih kuat dripada selalu diam tiba ingin akhir hidup tidak sambat luap masalah cerita entah dgn teman bahkan medsos,0
259,ingat pasti kan segera akhir hidup kapan kau akhir ingat mati ingat bagaimana rasa biasa atau tak peduli akan esok kau,0
260,mungkin satu tahun aku akhir hidup tinggal atau mulai hidup baru meni atau begini begini aja,0
261,kalau kata sang buddha lepas ikat sesuatu orang akhir sengsara hidup jadi bisa hidup sederhana tweet pandang orang thdp hmm get over and keep moving forward your life bro,0
262,gimana rasa ngeliat bias satu frame seperti suruh akhir hidup cepat,0
263,hmm jadi ada org depresi bilang mau akhir hidup harus bener peka concern yah nice info noted kirain cuma caper drama ngancem aja utk ego,0
264,bosen jangan jadi alas akhir suatu hubung dra kurang rangin deh dra kali aja hidup jadi berkah ngetik apa sih abai aja dra suka gaje aku mah,0
265,jadi baca replyan gustika bilang mau akhir hidup jarang sih nemu orang bilang ken slese far hidup orang,0
266,abis main main salah satu forum kaskus simpul saya malam makin banyak kasus akhir hidup kalang anak muda why why tampak problem mental health and depression makin banyak sudah waktu buat gaes,0
267,memang semua orang penting tpi orang penting orang akhir hidup diri sendiri apa dialakuin dunia hasil mati nyusahin orang kan mending ush hidup sama sekali,0
268,masih org harus kamu bahagiain contoh ortu diri kamu sendiri akhir hidup kamu bukan jalan tepat buat ngehindarin masalah kamu punya aku pernah titik kamu sendiri mas byk syg sama kamu luar sana tetap semangat,0
269,inget orang tua inget orang syg sama kamu hidup cuma jalan pendek panjang saat sdh mati jgn berfikir buat akhir hidup hnya krn kmu ada titik rendah buat kamu fighting msh bnyk syng sama kamu coba ubah cara pandang,0
270,innalillahi inna ilaihi roji dagang ayam potong medan nama ahmad juarsa nekad akhir hidup lilit hutang,0
271,apa kamu rela akhir hidup kamu omong orang darling orang udah alam kubur aja minta dihidupin loh semangaattt,0
272,bagi jeremy lebih buah game untuk ketika banyak jadi hidup asa berat game salah satu cara bagi tahan saat dia akhir musim kompetisi cedera lutut tahun lalu esportsid dota jeremylin,0
273,ada tahu kapan mati mati rasa dekat baik akhir akhir hidup doa turbulensi meureun mereka kondisi,0
274,jangan dong jangan mikir mau akhir hidup kamu kuat samyang kuuu,0
275,bunuh diri bukan akhir segala nder cara selesai masalah bukan cara akhir hidup selesain baik baik cari tau apa sebab mamah kamu sampe manggil kamu kayak gitu trs rubah dikit dikit kamu semangat usaha sama doa dibanyakin,0
276,telah kmu akhir hidup kmu emg kmu kira bakal enak,0
277,korban frustasi sakit diabetes militus kencing manis nekat akhir hidup depan emper dapur rumah milik,0
278,paling sakit dengar orang dekat ingin akhir hidup karena hidup,0
279,jika akhir cinta true love punah jika telah temu hidup pilih masing masing true love maksud bener bener jadi debu tak lihat tak perlu ingat,0
280,bagai tulis saya punya wajib akhir kisah sakti gak mau sakti nasib gak jelas kemudian jahat saya ganti character mulai hidup baru jadi sakti saya usaha maksimal mungkin ending baik untuk,0
281,hiii masalah apa lagi kmu hadapin ada jalan keluar semua emosi gabung jadi satu kmu kalut akhir hidup bukan solusi nya ambil sedikit waktu sendiri syukur buat kecil lihat sudut pandang lain,0
282,aku ingin sama lama terus sama dan terus kelak akhir hidup tetap jadi sayang,0
